,city,X,Y,items,weights,profit
2387,2387,7445,6078,"[2386, 6846, 11306, 15766, 20226]",[1001 1008 1002 1009 1008],[420 246 207 562 173]
2388,2388,7445,7908,"[2387, 6847, 11307, 15767, 20227]",[1006 1003 1008 1009 1008],[502 370 368 208 520]
2389,2389,7446,6736,"[2388, 6848, 11308, 15768, 20228]",[1004 1000 1004 1005 1009],[926 517 308 718 312]
2390,2390,7447,6250,"[2389, 6849, 11309, 15769, 20229]",[1008 1006 1001 1002 1002],[411 725 156 204 508]
2391,2391,7447,6483,"[2390, 6850, 11310, 15770, 20230]",[1009 1001 1005 1003 1002],[309 331 621  13 189]
2392,2392,7448,8080,"[2391, 6851, 11311, 15771, 20231]",[1008 1006 1006 1001 1003],[420 470 941 211 488]
2393,2393,7449,5967,"[2392, 6852, 11312, 15772, 20232]",[1001 1009 1003 1008 1001],[ 34 375 765 574 805]
2394,2394,7449,9445,"[2393, 6853, 11313, 15773, 20233]",[1009 1004 1005 1000 1006],[978 169 306 353 323]
2395,2395,7450,8262,"[2394, 6854, 11314, 15774, 20234]",[1001 1005 1003 1004 1000],[631 123 282 467 400]
2396,2396,7451,8717,"[2395, 6855, 11315, 15775, 20235]",[1004 1004 1009 1005 1007],[280 712 999  40 926]
2397,2397,7451,9172,"[2396, 6856, 11316, 15776, 20236]",[1004 1002 1004 1008 1003],[ 50 981 269 378 908]
2398,2398,7452,5897,"[2397, 6857, 11317, 15777, 20237]",[1001 1005 1002 1008 1000],[174 678 546  99 337]
2399,2399,7452,10072,"[2398, 6858, 11318, 15778, 20238]",[1004 1000 1005 1007 1007],[847 537 966  28 747]
2400,2400,7454,7029,"[2399, 6859, 11319, 15779, 20239]",[1006 1005 1003 1000 1003],[577 499  34 278 616]
2401,2401,7454,7484,"[2400, 6860, 11320, 15780, 20240]",[1006 1002 1009 1009 1007],[946 361 451  13 679]
2402,2402,7455,9081,"[2401, 6861, 11321, 15781, 20241]",[1003 1002 1001 1007 1001],[ 88 495 116 869 586]
2403,2403,7456,6049,"[2402, 6862, 11322, 15782, 20242]",[1000 1001 1001 1001 1006],[806 738 516  65  37]
2404,2404,7456,10214,"[2403, 6863, 11323, 15783, 20243]",[1002 1003 1000 1007 1004],[317 653 345 543 311]
2405,2405,7459,6210,"[2404, 6864, 11324, 15784, 20244]",[1008 1009 1005 1004 1008],[932 604 919  16 788]
2406,2406,7462,6615,"[2405, 6865, 11325, 15785, 20245]",[1003 1007 1009 1005 1008],[615  85 439 686 659]
2407,2407,7462,6837,"[2406, 6866, 11326, 15786, 20246]",[1009 1001 1005 1002 1002],[339 493 979 573 208]
2408,2408,7462,8455,"[2407, 6867, 11327, 15787, 20247]",[1005 1007 1000 1003 1004],[816 270 913 862 442]
2409,2409,7464,7252,"[2408, 6868, 11328, 15788, 20248]",[1000 1002 1007 1002 1004],[864 891 235 545 415]
2410,2410,7465,8617,"[2409, 6869, 11329, 15789, 20249]",[1002 1000 1006 1008 1005],[ 40  78 238 656 450]
2411,2411,7466,6504,"[2410, 6870, 11330, 15790, 20250]",[1000 1003 1006 1002 1005],[658 389 273 542 256]
2412,2412,7466,8364,"[2411, 6871, 11331, 15791, 20251]",[1005 1005 1004 1004 1001],[637 415 300  35 912]
2413,2413,7467,6949,"[2412, 6872, 11332, 15792, 20252]",[1007 1006 1001 1004 1009],[341  68 100  83 699]
2414,2414,7467,7181,"[2413, 6873, 11333, 15793, 20253]",[1003 1006 1008 1002 1004],[   4  889  686   77 1000]
2415,2415,7468,8789,"[2414, 6874, 11334, 15794, 20254]",[1003 1008 1002 1004 1002],[513 411 911 780 656]
2416,2416,7469,6433,"[2415, 6875, 11335, 15795, 20255]",[1001 1005 1005 1006 1004],[889 150 129 835 468]
2417,2417,7471,6858,"[2416, 6876, 11336, 15796, 20256]",[1004 1008 1009 1001 1009],[855 600 343 642 456]
2418,2418,7472,6140,"[2417, 6877, 11337, 15797, 20257]",[1001 1006 1009 1009 1004],[262 389 527 283 432]
2419,2419,7472,9618,"[2418, 6878, 11338, 15798, 20258]",[1004 1003 1001 1005 1005],[184 446 241  14 314]
2420,2420,7473,7980,"[2419, 6879, 11339, 15799, 20259]",[1001 1006 1009 1009 1005],[892 902 422  66 368]
2421,2421,7474,8405,"[2420, 6880, 11340, 15800, 20260]",[1000 1004 1003 1002 1001],[721 784   6 661 659]
2422,2422,7475,6080,"[2421, 6881, 11341, 15801, 20261]",[1004 1004 1007 1002 1009],[172 911 121 383 119]
2423,2423,7475,6777,"[2422, 6882, 11342, 15802, 20262]",[1004 1003 1000 1000 1001],[638 404 213 633 357]
2424,2424,7475,7697,"[2423, 6883, 11343, 15803, 20263]",[1005 1005 1002 1004 1004],[504  17  24 899 789]
2425,2425,7475,9325,"[2424, 6884, 11344, 15804, 20264]",[1009 1001 1000 1007 1000],[482 138 851 781 715]
2426,2426,7476,7212,"[2425, 6885, 11345, 15805, 20265]",[1009 1003 1004 1008 1007],[948 122  78 187 196]
2427,2427,7476,7444,"[2426, 6886, 11346, 15806, 20266]",[1009 1001 1006 1001 1009],[688 864 169  74 670]
2428,2428,7477,6039,"[2427, 6887, 11347, 15807, 20267]",[1004 1003 1003 1000 1009],[450 119  87  91 695]
2429,2429,7477,9962,"[2428, 6888, 11348, 15808, 20268]",[1001 1006 1005 1006 1001],[362 444 585 954 751]
2430,2430,7478,6009,"[2429, 6889, 11349, 15809, 20269]",[1007 1006 1009 1007 1005],[374 862 444  81 678]
2431,2431,7478,6474,"[2430, 6890, 11350, 15810, 20270]",[1005 1007 1001 1005 1001],[347 732 542 688  42]
2432,2432,7478,7627,"[2431, 6891, 11351, 15811, 20271]",[1009 1006 1003 1004 1000],[686 750 149  35 787]
2433,2433,7478,8082,"[2432, 6892, 11352, 15812, 20272]",[1007 1003 1005 1008 1004],[ 83 773 728 194 643]
2434,2434,7478,9012,"[2433, 6893, 11353, 15813, 20273]",[1000 1006 1002 1004 1004],[645 971 465 702 987]
2435,2435,7478,9709,"[2434, 6894, 11354, 15814, 20274]",[1009 1003 1002 1003 1001],[615 542 145  93 167]
2436,2436,7479,6211,"[2435, 6895, 11355, 15815, 20275]",[1009 1008 1000 1002 1009],[230 770 901  53 305]
2437,2437,7479,6686,"[2436, 6896, 11356, 15816, 20276]",[1005 1003 1007 1003 1002],[298 984 351 388 737]
2438,2438,7479,7596,"[2437, 6897, 11357, 15817, 20277]",[1008 1001 1001 1007 1002],[263 821 959 506 565]
2439,2439,7480,6889,"[2438, 6898, 11358, 15818, 20278]",[1005 1004 1004 1000 1006],[764 964 854 300 544]
2440,2440,7480,9436,"[2439, 6899, 11359, 15819, 20279]",[1000 1007 1000 1009 1007],[537 523 749 556 284]
2441,2441,7481,8719,"[2440, 6900, 11360, 15820, 20280]",[1001 1002 1004 1005 1008],[660 953 833 478 794]
2442,2442,7482,9851,"[2441, 6901, 11361, 15821, 20281]",[1000 1006 1009 1009 1005],[514 471 191 765 572]
2443,2443,7483,6353,"[2442, 6902, 11362, 15822, 20282]",[1005 1007 1006 1009 1002],[557 617 365 570 864]
2444,2444,7483,6575,"[2443, 6903, 11363, 15823, 20283]",[1005 1002 1008 1004 1005],[989 355 934 110  62]
2445,2445,7483,7040,"[2444, 6904, 11364, 15824, 20284]",[1008 1006 1004 1004 1007],[611 167 563 148  29]
2446,2446,7483,9356,"[2445, 6905, 11365, 15825, 20285]",[1009 1003 1000 1006 1007],[359 586 407 409 225]
2447,2447,7483,10296,"[2446, 6906, 11366, 15826, 20286]",[1009 1006 1000 1006 1007],[953 360 223 686 379]
2448,2448,7484,7263,"[2447, 6907, 11367, 15827, 20287]",[1005 1008 1000 1006 1007],[703 847 552 675 519]
2449,2449,7485,6545,"[2448, 6908, 11368, 15828, 20288]",[1005 1006 1005 1003 1003],[865  43 569 178 820]
2450,2450,7485,7000,"[2449, 6909, 11369, 15829, 20289]",[1001 1009 1005 1007 1006],[777 213 510 492 590]
2451,2451,7485,8153,"[2450, 6910, 11370, 15830, 20290]",[1002 1008 1003 1003 1009],[983 597 816 850 242]
2452,2452,7486,6292,"[2451, 6911, 11371, 15831, 20291]",[1009 1009 1000 1001 1008],[478 883 201 516 533]
2453,2453,7487,8567,"[2452, 6912, 11372, 15832, 20292]",[1004 1003 1004 1004 1008],[818 485 406 606 963]
2454,2454,7487,9507,"[2453, 6913, 11373, 15833, 20293]",[1002 1001 1008 1007 1007],[748 491 741 876 848]
2455,2455,7489,6919,"[2454, 6914, 11374, 15834, 20294]",[1007 1003 1003 1005 1005],[367 249 676  65 485]
2456,2456,7489,7142,"[2455, 6915, 11375, 15835, 20295]",[1005 1002 1009 1007 1001],[582 984 701 966 411]
2457,2457,7489,9912,"[2456, 6916, 11376, 15836, 20296]",[1005 1007 1003 1005 1005],[435 964 930 945 938]
2458,2458,7490,6667,"[2457, 6917, 11377, 15837, 20297]",[1006 1005 1008 1006 1003],[696 378 229 346  63]
2459,2459,7490,7112,"[2458, 6918, 11378, 15838, 20298]",[1005 1007 1003 1008 1003],[269 708 163 257 688]
2460,2460,7490,8962,"[2459, 6919, 11379, 15839, 20299]",[1008 1008 1002 1004 1001],[729 264 300 559 307]
2461,2461,7490,9669,"[2460, 6920, 11380, 15840, 20300]",[1007 1004 1008 1005 1006],[671 996 955 196 736]
2462,2462,7493,6818,"[2461, 6921, 11381, 15841, 20301]",[1008 1001 1007 1006 1001],[148 856  28 202 723]
2463,2463,7493,8679,"[2462, 6922, 11382, 15842, 20302]",[1003 1008 1003 1009 1003],[487 883 214 704 608]
2464,2464,7494,9578,"[2463, 6923, 11383, 15843, 20303]",[1003 1004 1000 1008 1003],[109 389 240 917 429]
2465,2465,7494,10033,"[2464, 6924, 11384, 15844, 20304]",[1008 1006 1006 1009 1006],[662 950 487 557 871]
2466,2466,7498,6232,"[2465, 6925, 11385, 15845, 20305]",[1009 1000 1000 1007 1000],[877 326 714 575 190]
2467,2467,7498,7870,"[2466, 6926, 11386, 15846, 20306]",[1004 1001 1009 1005 1002],[420 785 121 929 949]
2468,2468,7499,8315,"[2467, 6927, 11387, 15847, 20307]",[1006 1001 1007 1008 1000],[546 503 454 940 168]
2469,2469,7499,9225,"[2468, 6928, 11388, 15848, 20308]",[1007 1007 1003 1007 1007],[101 533 214 585 941]
2470,2470,7500,10125,"[2469, 6929, 11389, 15849, 20309]",[1005 1000 1005 1002 1006],[822 199 142 529 334]
2471,2471,7501,6394,"[2470, 6930, 11390, 15850, 20310]",[1002 1009 1005 1008 1003],[748  71 201 886 552]
2472,2472,7501,8254,"[2471, 6931, 11391, 15851, 20311]",[1008 1006 1003 1008 1007],[298 869 530 878 646]
2473,2473,7502,6839,"[2472, 6932, 11392, 15852, 20312]",[1005 1005 1001 1008 1007],[339 413 618 281 182]
2474,2474,7502,9397,"[2473, 6933, 11393, 15853, 20313]",[1001 1001 1007 1001 1003],[336 415 571 656 889]
2475,2475,7503,7062,"[2474, 6934, 11394, 15854, 20314]",[1000 1004 1001 1009 1003],[940 950  46 292 411]
2476,2476,7503,7739,"[2475, 6935, 11395, 15855, 20315]",[1004 1003 1003 1000 1007],[298 608 405 410  66]
2477,2477,7503,8214,"[2476, 6936, 11396, 15856, 20316]",[1009 1005 1008 1000 1003],[591 180 103  95 468]
2478,2478,7503,8912,"[2477, 6937, 11397, 15857, 20317]",[1002 1009 1008 1000 1005],[929 549 143 447 848]
2479,2479,7504,6576,"[2478, 6938, 11398, 15858, 20318]",[1001 1003 1003 1001 1005],[ 73 432 223 980 285]
2480,2480,7504,7961,"[2479, 6939, 11399, 15859, 20319]",[1004 1002 1000 1004 1002],[ 93 677 920 383 114]
2481,2481,7504,8426,"[2480, 6940, 11400, 15860, 20320]",[1000 1007 1005 1006 1003],[541 611 541 168 801]
2482,2482,7506,6061,"[2481, 6941, 11401, 15861, 20321]",[1005 1008 1002 1005 1001],[286 955 944 876  38]
2483,2483,7506,8831,"[2482, 6942, 11402, 15862, 20322]",[1003 1006 1002 1006 1008],[345 125 426 422 381]
2484,2484,7507,6263,"[2483, 6943, 11403, 15863, 20323]",[1004 1008 1006 1003 1007],[301 937 992 455 510]
2485,2485,7507,7416,"[2484, 6944, 11404, 15864, 20324]",[1003 1001 1008 1001 1006],[576 908 667 857 265]
2486,2486,7507,9983,"[2485, 6945, 11405, 15865, 20325]",[1004 1007 1007 1004 1004],[475 170 823 996  24]
2487,2487,7508,6708,"[2486, 6946, 11406, 15866, 20326]",[1008 1004 1000 1008 1003],[247 681 243 749 396]
2488,2488,7508,6951,"[2487, 6947, 11407, 15867, 20327]",[1008 1003 1005 1009 1009],[267 268 138  95 209]
2489,2489,7508,9033,"[2488, 6948, 11408, 15868, 20328]",[1001 1009 1004 1006 1007],[102 498 451 867 595]
2490,2490,7508,9953,"[2489, 6949, 11409, 15869, 20329]",[1000 1001 1009 1004 1006],[230 673 542 713 989]
2491,2491,7509,8538,"[2490, 6950, 11410, 15870, 20330]",[1000 1005 1004 1007 1002],[214  32 817 367 853]
2492,2492,7510,10145,"[2491, 6951, 11411, 15871, 20331]",[1005 1000 1002 1000 1008],[844 873 909 243 237]
2493,2493,7511,7790,"[2492, 6952, 11412, 15872, 20332]",[1006 1006 1005 1001 1001],[801 750 171 200 222]
2494,2494,7511,9650,"[2493, 6953, 11413, 15873, 20333]",[1004 1002 1006 1002 1003],[953 149 923 221 229]
2495,2495,7512,6607,"[2494, 6954, 11414, 15874, 20334]",[1007 1003 1009 1002 1005],[858 261 222 556 550]
2496,2496,7512,7537,"[2495, 6955, 11415, 15875, 20335]",[1003 1004 1006 1000 1001],[364 322 308 332 249]
2497,2497,7512,8932,"[2496, 6956, 11416, 15876, 20336]",[1008 1008 1007 1006 1009],[778 509  80 741 334]
2498,2498,7514,6344,"[2497, 6957, 11417, 15877, 20337]",[1006 1004 1009 1002 1002],[359 439 645 142 483]
2499,2499,7514,9114,"[2498, 6958, 11418, 15878, 20338]",[1005 1008 1004 1009 1007],[356  12 333 660 246]
2500,2500,7514,9802,"[2499, 6959, 11419, 15879, 20339]",[1000 1004 1002 1000 1008],[499 893 907 635 204]
2501,2501,7515,7466,"[2500, 6960, 11420, 15880, 20340]",[1000 1004 1004 1001 1002],[606 948 586 456 806]
2502,2502,7515,8164,"[2501, 6961, 11421, 15881, 20341]",[1002 1000 1002 1000 1009],[212 627 291 954 677]
2503,2503,7515,9084,"[2502, 6962, 11422, 15882, 20342]",[1008 1000 1000 1008 1005],[468 797 556 931 655]
2504,2504,7517,9519,"[2503, 6963, 11423, 15883, 20343]",[1002 1009 1005 1007 1002],[ 53 987 751 389 736]
2505,2505,7518,6243,"[2504, 6964, 11424, 15884, 20344]",[1006 1006 1009 1000 1001],[731 175 396 498  84]
2506,2506,7518,8336,"[2505, 6965, 11425, 15885, 20345]",[1003 1009 1005 1002 1008],[783 893  66 122 256]
2507,2507,7519,6001,"[2506, 6966, 11426, 15886, 20346]",[1002 1008 1006 1000 1004],[438 441 825 895 347]
2508,2508,7519,6911,"[2507, 6967, 11427, 15887, 20347]",[1004 1007 1005 1006 1008],[819 445 449 766 498]
2509,2509,7519,7153,"[2508, 6968, 11428, 15888, 20348]",[1004 1009 1007 1008 1004],[233 907 994 388   2]
2510,2510,7519,7851,"[2509, 6969, 11429, 15889, 20349]",[1006 1003 1008 1009 1004],[322 243 693 672 870]
2511,2511,7519,9468,"[2510, 6970, 11430, 15890, 20350]",[1002 1006 1009 1008 1002],[224 972 855 181 311]
2512,2512,7520,8043,"[2511, 6971, 11431, 15891, 20351]",[1006 1008 1009 1009 1002],[236 576 721  64 894]
2513,2513,7522,9863,"[2512, 6972, 11432, 15892, 20352]",[1008 1002 1002 1000 1009],[498 265 122 307 745]
2514,2514,7522,10318,"[2513, 6973, 11433, 15893, 20353]",[1009 1003 1008 1008 1004],[829 664 444 922 865]
2515,2515,7523,7760,"[2514, 6974, 11434, 15894, 20354]",[1003 1003 1008 1002 1002],[560 611 784 481 836]
2516,2516,7524,6810,"[2515, 6975, 11435, 15895, 20355]",[1006 1007 1009 1005 1008],[241 944 676 595 324]
2517,2517,7524,7265,"[2516, 6976, 11436, 15896, 20356]",[1003 1007 1000 1005 1001],[884 908 134 413 309]
2518,2518,7524,9357,"[2517, 6977, 11437, 15897, 20357]",[1006 1000 1003 1005 1009],[408 292 416  62 167]
2519,2519,7525,7942,"[2518, 6978, 11438, 15898, 20358]",[1002 1002 1007 1001 1003],[935 133 761 796 427]
2520,2520,7526,6992,"[2519, 6979, 11439, 15899, 20359]",[1004 1000 1002 1000 1000],[834 501 351 260 608]
2521,2521,7527,7194,"[2520, 6980, 11440, 15900, 20360]",[1009 1000 1008 1001 1008],[155 887 190 682 926]
2522,2522,7528,8094,"[2521, 6981, 11441, 15901, 20361]",[1009 1000 1006 1000 1001],[759 734 970 718 558]
2523,2523,7529,10389,"[2522, 6982, 11442, 15902, 20362]",[1001 1001 1004 1002 1002],[ 18 548 155 758 399]
2524,2524,7530,8286,"[2523, 6983, 11443, 15903, 20363]",[1001 1001 1008 1004 1008],[ 75 994 811 320 355]
2525,2525,7530,8529,"[2524, 6984, 11444, 15904, 20364]",[1008 1008 1008 1008 1004],[161 265 472 614 579]
2526,2526,7531,6183,"[2525, 6985, 11445, 15905, 20365]",[1003 1007 1009 1001 1007],[405 964 601 235 518]
2527,2527,7531,6416,"[2526, 6986, 11446, 15906, 20366]",[1003 1005 1007 1004 1001],[925 979 573 627 708]
2528,2528,7531,6638,"[2527, 6987, 11447, 15907, 20367]",[1005 1000 1007 1005 1008],[667  75 737 247 845]
2529,2529,7532,5931,"[2528, 6988, 11448, 15908, 20368]",[1009 1007 1004 1007 1001],[456 882 162 787 774]
2530,2530,7532,8013,"[2529, 6989, 11449, 15909, 20369]",[1001 1000 1001 1000 1002],[972 975 898 164 708]
2531,2531,7533,7073,"[2530, 6990, 11450, 15910, 20370]",[1006 1003 1004 1009 1005],[872 582 509  95 667]
2532,2532,7535,6315,"[2531, 6991, 11451, 15911, 20371]",[1002 1000 1006 1005 1001],[ 97 164 741 603 740]
2533,2533,7535,9570,"[2532, 6992, 11452, 15912, 20372]",[1009 1000 1004 1009 1001],[389 693 707 585 964]
2534,2534,7535,10258,"[2533, 6993, 11453, 15913, 20373]",[1002 1009 1006 1002 1005],[321 650 944 654 251]
2535,2535,7537,7670,"[2534, 6994, 11454, 15914, 20374]",[1009 1001 1006 1002 1009],[172 599 198 524 765]
2536,2536,7539,6224,"[2535, 6995, 11455, 15915, 20375]",[1004 1006 1004 1006 1000],[935 710 221 576 787]
2537,2537,7539,9004,"[2536, 6996, 11456, 15916, 20376]",[1007 1007 1002 1007 1009],[852 542 455 344 468]
2538,2538,7542,8701,"[2537, 6997, 11457, 15917, 20377]",[1005 1002 1007 1005 1008],[ 90 313 155 922 362]
2539,2539,7542,10096,"[2538, 6998, 11458, 15918, 20378]",[1002 1000 1007 1006 1009],[  4 197 553 288 829]
2540,2540,7543,8226,"[2539, 6999, 11459, 15919, 20379]",[1005 1002 1006 1000 1006],[377 763 785 739  38]
2541,2541,7544,7033,"[2540, 7000, 11460, 15920, 20380]",[1003 1002 1003 1008 1004],[200 731 458 498 965]
2542,2542,7544,7731,"[2541, 7001, 11461, 15921, 20381]",[1001 1002 1002 1001 1007],[809 340 434 300 803]
2543,2543,7545,6780,"[2542, 7002, 11462, 15922, 20382]",[1004 1001 1008 1005 1002],[446  20 310 234 329]
2544,2544,7545,8186,"[2543, 7003, 11463, 15923, 20383]",[1006 1008 1006 1007 1004],[740 543 314 573 578]
2545,2545,7546,6760,"[2544, 7004, 11464, 15924, 20384]",[1002 1008 1005 1005 1000],[937 917 977 851 346]
2546,2546,7546,8145,"[2545, 7005, 11465, 15925, 20385]",[1001 1006 1009 1008 1003],[296 451 603 487 999]
2547,2547,7546,9995,"[2546, 7006, 11466, 15926, 20386]",[1002 1009 1008 1005 1002],[297 802  65 748  95]
2548,2548,7547,6285,"[2547, 7007, 11467, 15927, 20387]",[1002 1003 1003 1003 1000],[937 239 980 999 455]
2549,2549,7547,9753,"[2548, 7008, 11468, 15928, 20388]",[1004 1009 1008 1004 1007],[301 533 806 106 991]
2550,2550,7549,9935,"[2549, 7009, 11469, 15929, 20389]",[1000 1002 1008 1008 1000],[572 249 375  20 244]
2551,2551,7550,8984,"[2550, 7010, 11470, 15930, 20390]",[1009 1007 1001 1000 1000],[735 829 471 143 306]
2552,2552,7550,9682,"[2551, 7011, 11471, 15931, 20391]",[1008 1001 1003 1003 1004],[385  43 126 469 911]
2553,2553,7550,10147,"[2552, 7012, 11472, 15932, 20392]",[1000 1004 1006 1000 1000],[986  41 427 759 850]
2554,2554,7551,5952,"[2553, 7013, 11473, 15933, 20393]",[1002 1001 1008 1004 1001],[779 250 873 634 265]
2555,2555,7551,6872,"[2554, 7014, 11474, 15934, 20394]",[1006 1002 1007 1002 1003],[274 655 976 459 611]
2556,2556,7552,8024,"[2555, 7015, 11475, 15935, 20395]",[1000 1000 1005 1007 1008],[928 652 886  37 334]
2557,2557,7552,8469,"[2556, 7016, 11476, 15936, 20396]",[1003 1002 1001 1001 1006],[ 55 286 371 717 332]
2558,2558,7552,10339,"[2557, 7017, 11477, 15937, 20397]",[1007 1002 1001 1001 1006],[984 366 829 284 310]
2559,2559,7553,6376,"[2558, 7018, 11478, 15938, 20398]",[1009 1002 1004 1003 1005],[232 684 228 822 466]
2560,2560,7553,10309,"[2559, 7019, 11479, 15939, 20399]",[1003 1007 1008 1009 1002],[395  24 559 103 481]
2561,2561,7554,8894,"[2560, 7020, 11480, 15940, 20400]",[1009 1007 1005 1007 1002],[ 16 349 741 735 384]
2562,2562,7554,9834,"[2561, 7021, 11481, 15941, 20401]",[1009 1007 1002 1009 1002],[628 582  91 320 767]
2563,2563,7555,6103,"[2562, 7022, 11482, 15942, 20402]",[1005 1006 1001 1001 1008],[576 825 816  18 604]
2564,2564,7555,7488,"[2563, 7023, 11483, 15943, 20403]",[1007 1003 1001 1005 1001],[788 851 660 972 873]
2565,2565,7555,8631,"[2564, 7024, 11484, 15944, 20404]",[1000 1003 1007 1001 1004],[465 848 786 652 888]
2566,2566,7556,6083,"[2565, 7025, 11485, 15945, 20405]",[1003 1003 1009 1001 1001],[756 172 250 956 543]
2567,2567,7556,7236,"[2566, 7026, 11486, 15946, 20406]",[1000 1008 1004 1007 1006],[851 268 504 377 668]
2568,2568,7556,8611,"[2567, 7027, 11487, 15947, 20407]",[1002 1002 1009 1003 1008],[555 462 204  56 351]
2569,2569,7557,6518,"[2568, 7028, 11488, 15948, 20408]",[1004 1008 1000 1009 1001],[383 419 428 180 605]
2570,2570,7557,8833,"[2569, 7029, 11489, 15949, 20409]",[1003 1000 1007 1008 1005],[751 685 871 353 119]
2571,2571,7558,6710,"[2570, 7030, 11490, 15950, 20410]",[1000 1000 1006 1008 1004],[462 168 460 890 236]
2572,2572,7561,6660,"[2571, 7031, 11491, 15951, 20411]",[1006 1006 1008 1004 1005],[908 202 110 777 559]
2573,2573,7561,7357,"[2572, 7032, 11492, 15952, 20412]",[1003 1007 1003 1003 1007],[164 173 831 490 237]
2574,2574,7562,9642,"[2573, 7033, 11493, 15953, 20413]",[1004 1008 1006 1008 1001],[662 919 158 578 790]
2575,2575,7563,6609,"[2574, 7034, 11494, 15954, 20414]",[1005 1002 1001 1008 1000],[773 807 253 459 826]
2576,2576,7563,9157,"[2575, 7035, 11495, 15955, 20415]",[1008 1005 1003 1002 1007],[445 907  68 119 607]
2577,2577,7564,6811,"[2576, 7036, 11496, 15956, 20416]",[1001 1000 1004 1008 1002],[586 742 138 666 604]
2578,2578,7565,7711,"[2577, 7037, 11497, 15957, 20417]",[1006 1008 1003 1005 1004],[ 76 493  37 299 463]
2579,2579,7565,9116,"[2578, 7038, 11498, 15958, 20418]",[1007 1000 1002 1009 1008],[279 456 142  38 590]
2580,2580,7565,9582,"[2579, 7039, 11499, 15959, 20419]",[1007 1002 1000 1008 1007],[ 30  22 225 940 454]
2581,2581,7566,8379,"[2580, 7040, 11500, 15960, 20420]",[1008 1009 1004 1002 1008],[116 633  76 889 310]
2582,2582,7566,10249,"[2581, 7041, 11501, 15961, 20421]",[1002 1009 1002 1003 1001],[ 46 264  29 147 136]
2583,2583,7567,7903,"[2582, 7042, 11502, 15962, 20422]",[1001 1009 1008 1002 1005],[310 576 525 614 112]
2584,2584,7568,7196,"[2583, 7043, 11503, 15963, 20423]",[1002 1000 1008 1008 1006],[185 237  84 763 119]
2585,2585,7568,9491,"[2584, 7044, 11504, 15964, 20424]",[1002 1009 1000 1005 1009],[818 769 385 986 976]
2586,2586,7569,6003,"[2585, 7045, 11505, 15965, 20425]",[1003 1000 1007 1000 1008],[666 621 298 548 951]
2587,2587,7569,7155,"[2586, 7046, 11506, 15966, 20426]",[1003 1000 1000 1003 1000],[853 874 721 185 676]
2588,2588,7569,8096,"[2587, 7047, 11507, 15967, 20427]",[1007 1002 1002 1003 1003],[841 431 621 395 421]
2589,2589,7569,9248,"[2588, 7048, 11508, 15968, 20428]",[1002 1003 1009 1008 1000],[667 869 203 397 348]
2590,2590,7569,9703,"[2589, 7049, 11509, 15969, 20429]",[1005 1003 1008 1006 1006],[889 219  88 704 941]
2591,2591,7569,10168,"[2590, 7050, 11510, 15970, 20430]",[1008 1006 1003 1009 1000],[634 521 843 853 767]
2592,2592,7570,6448,"[2591, 7051, 11511, 15971, 20431]",[1007 1003 1001 1002 1002],[756 290 813 619 487]
2593,2593,7572,6175,"[2592, 7052, 11512, 15972, 20432]",[1007 1007 1003 1006 1005],[114 333 491 840 867]
2594,2594,7572,7782,"[2593, 7053, 11513, 15973, 20433]",[1004 1005 1008 1003 1006],[446 691 254 995 572]
2595,2595,7572,8955,"[2594, 7054, 11514, 15974, 20434]",[1003 1009 1003 1007 1006],[291   2 951 652 184]
2596,2596,7572,9420,"[2595, 7055, 11515, 15975, 20435]",[1001 1003 1001 1003 1004],[163 195 151 261 475]
2597,2597,7572,9875,"[2596, 7056, 11516, 15976, 20436]",[1005 1001 1006 1000 1004],[739 700 903 648 586]
2598,2598,7573,8460,"[2597, 7057, 11517, 15977, 20437]",[1000 1003 1004 1005 1007],[102 576 388 453 139]
2599,2599,7573,8682,"[2598, 7058, 11518, 15978, 20438]",[1005 1000 1001 1005 1003],[530 949 154 522 442]
2600,2600,7574,7520,"[2599, 7059, 11519, 15979, 20439]",[1004 1007 1006 1006 1003],[951  34 531 372 452]
2601,2601,7574,8197,"[2600, 7060, 11520, 15980, 20440]",[1003 1001 1005 1002 1007],[228 366 307 597 360]
2602,2602,7575,9804,"[2601, 7061, 11521, 15981, 20441]",[1003 1008 1002 1004 1009],[455 831 118 319 542]
2603,2603,7576,9087,"[2602, 7062, 11522, 15982, 20442]",[1000 1006 1004 1004 1006],[843 219 787 787 926]
2604,2604,7577,6276,"[2603, 7063, 11523, 15983, 20443]",[1003 1005 1003 1003 1005],[859 881 999 103 125]
2605,2605,7577,9531,"[2604, 7064, 11524, 15984, 20444]",[1000 1000 1009 1003 1005],[903 761 155 699 588]
2606,2606,7578,7641,"[2605, 7065, 11525, 15985, 20445]",[1009 1008 1000 1009 1003],[ 51 949 304 418 216]
2607,2607,7579,7853,"[2606, 7066, 11526, 15986, 20446]",[1004 1007 1000 1009 1000],[275 534 435 176 203]
2608,2608,7579,8551,"[2607, 7067, 11527, 15987, 20447]",[1009 1001 1006 1006 1007],[262 147 350 886 932]
2609,2609,7580,6913,"[2608, 7068, 11528, 15988, 20448]",[1003 1004 1004 1005 1001],[316 701 948  13 224]
2610,2610,7580,8763,"[2609, 7069, 11529, 15989, 20449]",[1006 1005 1004 1000 1005],[524 349 697 909 674]
