TSP;KP;cost;rank;crowding_distance;fitness
"[  0 272  37 211 214 117 219  29  26 221  69 118 236  90  64 239 166 238
 265 231 201   9 271 260 188   7 191 237 113  22 275   1 268  47 186 199
 111 189 177  95 120 180 165  82 254 127 179 200  84 171 129 241  96 125
 278  46 209  66 229 251 192 100  62 182 178 144 185 228 140 112  87   5
 130  31 106 215 109 174 157  35 137  85  53 108  60  34 162  38 222  19
 223 141 155 273 242 128  52  25  49 218  48  17 126  59 124  70 149 146
 263 156  74 131 225  92 226  40  97 193 168  76  14 183 122 163 205 244
  32 187  75  94 153 116  79 135  63 107  55 234 208 121 176 252  16 104
  36   8  43 264  86  10 270 274 147 212  12 213 138 101 170 196  72 276
 230 173 266 169 172 206  91  13 202 246 210 253 198 216 259  88  68  56
  67 181 154 258  89  80  77 167 119 115 143  51  61 190  44 227 224  15
  33  83 159 233  65  11  28 136 142  99 152 235 123 248 110  71 103 148
 207 257 194  57 203 114   4 217  21 255 262  78  73 134  23  39 261 164
  98 105  18 256 160  93 158 175 161  42  24  81 133  50 132 150 151 279
  27 139 269 243  58 145 195  41 197 232  20 220  54 102 204 247 250 249
 245 267 184 277   3   2 240   6  45  30]";"[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1]";[0.86741367 0.95601213];87;0.3828468266701994;[ 32794.67784115 -30837.        ]
"[  0 116 160  20 246 233 121  16  15 169 231 265  40 145 237 196 245 249
 195  18   3  83 118 117 199  44 159  52 273  97 232 113  11 187  79 243
 239  66  84  74 149  57 221 126 173  68  59 279  96  22 123 210  21 185
 112 101 111 194 140  43 200 248  72 186  46  25 107 219 147 182  35 174
  41  38  37  27 189  65 105 192 222  32   9 129 132  53 254 257  54  49
  48  50 156 214 179  14  24 255 134 178 131 106 216  93  51 143  33 168
   7 148 103  70 115  17 236   5 224 266  80  45  29  23 251 183 260  64
 207 109   4 252 150   1 141 180 256 137 165 119 161  55 272  98  90  39
 171 271  76 201 242 198  63  28  99 193 238 241 162 157 259  69  71 124
 125 110 202 203 175 136 208  10  67 197 127 128 152  13 122  86 215  95
 217 184 275   2 230 142 153 213 176  89 268 138  62  75  47  31 163 226
 228 170 188  30 102  81 177 104 120 139 205 225  36  88  12 164 264 263
 253 190 227  34 261 258 155  85 211 235 274  82  42 277 167 146 262  78
 234  60  87 114 172 158 244  73  26 250 269 270 218 191  56 133 220  61
 209 229 240 151 166 154  91 130 212 276  58 247  92 135 267  94  19 223
 144 100 206 204 278 108   8   6 181  77]";"[0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0]";[0.90672399 0.95330644];87;0.34135131231718907;[ 33800.43510666 -31334.        ]
"[  0 210 233 164  19 239  64 192  56 172 102 185  67 209 245 197  31 203
 153 260 254 163 169 103 253 227  81 267  94 111  75 144 151  85 279  48
  37 257 193 188 136 205  26 122 248  43  82  59   9 207 129 167 161 211
 246  80 241 224 130 258   6 120  18 219 196  97 263  84 101 228 217  66
   7  27 110  44   2 189 195  63 137 275 212  55 115  86  29 149 174 139
 231  39  32 229 225   1  34  25 119 183 140 243  72  38  98  89 190 259
 107 114 106  57 247 123  10  95 262 194 156 112 184 181 223 274 146 232
 152  60  45  61 127  69  96 173 222  50 235 131  62 116 206 201 191 264
  77 199  68  41  20  91  71 268 273 117 180 230 148 132  15  74 141 266
  70   3 135 177 138 272  53 213  30 200 249 143 145  52  46 204 240 242
  14 168 215  58 158  99 104 256 221 124  78  17  35 278 105  47 271 160
 178 244 147 113  36 100 175 159 157 214 170 234 179 250 251  21  28  90
  12 118  93  11 128 220  24  51 277 208  23 108 198 186  54  87  42 166
 109 216   5  22 142 187 176   4 202  16 134 237  79 269 218 236  76 226
  65 182 150 261 238 133 255 125 162 154 252 155 270  92 265 276 126  49
  13  33 165  73 171  40   8  83 121  88]";"[0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0]";[0.89525092 0.95337177];87;0.2831184763237822;[ 33506.89588628 -31322.        ]
"[  0 102 160 150 203  16 108  52 168 243  42  98  10 254  92 231 117 114
 228 135   3  76 225 245  62 273 267 266  39 176 249 139 262 235 227 101
 274  65  48 126 230 115 113 252  64 146 275 129 256 211  80 120  29 277
  47 185 191 134  17 218 144  68 242 111  11 223  69 162  82  95 107   1
  54 268 276 148  34 124 149  20 138 141   4 213 164 156 175 155  83  19
 246 172  41  49  51  35  71 270  40 194  56 217 216 199 154 179 161 226
  44  74  28  70 247  53  60  86  81  67  43 147  45   8  88 104  90 201
 198 212 250 170 209  72  84 188 171 169  21 200 202  79 257 112 240 272
  38 116  58 183 244 241  22 196 145 157  36 248 128 110 259  59  50 232
  89  94  46 195 173 208  57 206  37  31  27 152 181  99 159 219  61 215
 233 210 261 163 167 214 184 127 236 255 187 166 132 136 186  66 105 103
 260  15 122 121  73  26   6  25  55 253  33 224  85  93 193 178 180 251
 271 205   7 137 106 278 207 109  97 118   2 192 197 237 143 142 177 265
 165 140  30 222 229 131  14 125 123 204 190  13 153 151  77 258  23 269
 221 130 234   5  75  18  63 119 133 174  91 100 189 182 264  24  32  87
 263  12 238 239   9 220  78 158 279  96]";"[0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]";[0.86348534 0.95620811];87;0.20574030919452424;[ 32694.17145604 -30801.        ]
"[  0 160 189 159 227 203 211  75 155 216 245 222 151  91  17   9  94 278
 171 193 277 225 237 268 257 229 238  10 215  69 242 240 253  95 178  63
  93 110  30 115 246 101 269 201 210 133   4  82 181  15  73 279 188 141
  44 120  13 196 192 191  49 218 144  26 137 135  87 266 140 209 226  38
 219 109  18 206  64 157 139 202 267 126 170 125  19 105 243 230  70 103
 156  52  53 221 130  51  48  55 239 127  78  11  33 148 234 255 217 179
 244 165  80  28  90  76 200   2  84  43  24   3  23 112  41  29 163 147
  54  85 241 251 207 138 252 208 223 180 190 166 107 261 212 116 235 158
 259  56 248 271  96  57 194 185 195 176  71  22 256  72  99  16 111 228
 118 136 275 153 143 183 198 197  88 184  89  67  46  65  62 249  81 123
  98 167 128  45 220   1 129 162 233  35 174 168 213  86 121 106 124 122
 273 146  47 270 142  60  21 263 182 264 224 265  58  74 108  50  83 274
  27   7 132 119 199  36 205 154  42 262  39  40 117 172 254 152  66 175
 231   5  77 131 104  14 214  32  12 177 187 150 145 149 258 113 164 272
 134  68  31  20 186  61 276 247 169 102  92 161 100  97  79  25  59 204
   6 250 232  37 260   8  34 114 173 236]";"[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0
 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]";[0.84228893 0.99312417];88;inf;[ 32151.85968631 -24020.        ]
"[  0   1 213  47  82 245 267  39 227 170 197  80 153 127  25 136  23 193
 231 226 169 254 105  46 139 185 269 180  51 116 191  50 196 146  90 122
 202  28 219 234 177 160  92 186 172 117 184 155  93  95 124 199 277 159
 232   8 175 103 260 210  38 163 233   6 148 218  53 243 137 135 206 253
 263  43 273  67 220 246 112 261  74  37  94  12 229  13 268  77 182 113
 147 271  52  63 248 241 156  60 239 249  73 133 118 272 192 101  98 114
  21  79 266 107  11 247 102 242 225  57  62  35  99 173 108  86  49 211
  54 209  84 151 187 121  48  75 158   2 257 157 240 200  56  42  40   7
 188 259 190 279  70 223 168  97 237 235 255  33 228 275 111 205 212 224
  34 162  20  17 154  24  76 262 179  45 181 274 207 230 129 250 100 144
 176 198  29 244 141  19 251  78  27 145 171 214 216 119 221 270 166   9
 265 167   3  14 183 134 204 128  41 222  83  16  85 264 238  96 178  10
  89 203 201 138 123 109  91 165 161 120 215 278  30  58 115 208  72  26
 150  55 195 276  44  81  68 106  69 164 217   4  71  36 104 142  22 194
   5 252  32 189 258 132 143  87 110 130  88  66 140  59  31  61 131 174
  15 149 236  18  65  64 256 126 152 125]";"[0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]";[0.93622439 0.95115604];88;inf;[ 34555.204878 -31729.      ]
"[  0 202 265 142 131  90 210 243  61 203 260 155 231 225  54 233 245  16
 135  72 165  57 201 139 239   7   3 188  15  46  95 123  82  29 183 154
 146 126 258 276 120  73 151  10 143 197 193 107 200 199 264  59 257  47
 162  20 103 227 177 195  25 221  18 108 212 167  51 254 191 247 182  53
  31  58 185 112  50  87 267 235  67  33 214 217 272 216 180  85  74  76
  34 229  19 141 256  27 156 218 159  75 209   1  93 147 279   9 246 268
 172 166 106 184  91  49 234 208 168 179 138 237 113  84  38 261  86 198
 178 116  94  55 148  43  45 160 248 186 127 157 250 189 174 110 270 175
 145 207 205  28  66  79  56 115 136 140 111   5  39 240 244 222 241  68
 196 100 181 128 125 251 226 236 192 253 228  80  65  62 117 278 206  40
  23  98 219  96 163 215  26  24 194 259  64  11 176 190 230 271 122  36
 273 101 152 161 121 269 249  35  52   4 171  21 102  71 232 137  42 242
 213 224 105 119 277 263  41 252  77  48 109 164 204 274  13  37 158  92
 211 238 104 118 153  32  81  14  12 133 132 150 149 144  70  69  88 220
 114 130  17 187 223 134 124  22 129 169  97  63  99 262 255 173  44  30
 275 170  83 266   2  89   8  60   6  78]";"[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0
 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0
 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]";[0.85738884 0.97476141];88;0.9074830299919495;[ 32538.19201914 -27393.        ]
"[  0 202 180 185   6 189 249   8 229 243 239 211 214 158  76  11 141 199
 260 271   1  69 225 119 221  59 240  65 245 256  86 135 195 159 192 117
 201 155  78 113 167 144  26 146 129  95  36  82  14 128  23 107 112 111
 126 266 209 233  73  64 193 220 218 262 278  79 210 139 183  52  53 265
 219 138  32 252 264 140 269  38 226  58  85  67  45 147 105 215 182  50
 120  39  35  31  34 227  22  49 270  19 178  57 217  41 263 170 109 194
  84 234 157 268 133 156  63 198  24 277 179 251   4 224 261 116 110 244
   2 148 145  20 160  61   9  71 246  29 230 228 208 175  94 259 207 168
 257 223  37  55 173 172  92 186 181 235 241 212  46  88 242 231 137 196
  87 213  68 222 191 254 127 166 206 136 125  13 164  60  43  62 154  89
  44  40   5 143 205  28 197  98 123 161 163 187  48 114  47  51 162 101
 108 102 104  81 267 188  77 272  96 232  25 106 103 248 190  56 216  93
 171 124 204 255 142 152 274 238 122 121 176 165 131 115 250  90  33  21
  74 253  83  10 273  54  42 275  16 130 276  30  72  15  91  66  12 153
 118  27 258  80  17 132  75  18 177 200  70 203 149 134 174   3  97 247
 169  99 150 237 236 151 279 100 184   7]";"[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0
 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]";[0.85771275 0.9619298 ];88;0.3778037070022402;[ 32546.47926431 -29750.        ]
"[  0   8  66   6 252  96 158 160 107 278  31 222 236 221  98 156   7 224
  29 218 261  89 265  36   1  70 159 225 112 165 111  15 114 183  73 121
 217 185 199 147 241 135  86 149 275  67 178  87  58  60 231 258 166  99
 145  30 248  22 123  20  46 273 207 234 191 232  43 144  35  72 209 226
 237 215  42 192  84 220  64  40 108  38 219  18 256 110  23  19 250  80
 244 163  52 230  85  51 195  83   3  44 177 109 167  49 243 179  76 239
  27  77 140 272  82 190 143 131  69 104 260  90 180  79 132 201 223 268
  47 126 154 151 251  97 203 266 116 162 228 105 133  21 168 172 187  28
 216 229 211  71 174  13 233  25 169  74 249 170 152  24  68 129 138 254
  93 136  94 153  95 139 128  56 263 214 125 271 124 184 181  53 186 141
 101 212 204  45 259 194 196 127 277  59 164 113 227   5  34  88  65 142
 253 255 100  62 235  54 117  12 274 238  41  26 276 270 130  37  39 102
   4 264 119 148 176  11 103 157 118 175  48  33  61 161 267 262  92 188
 202 197  32  14 210 213  81  10 200 189 120 205 137 193  78 122  50 240
  16   9 115 269 134 146 245 246 155  17  55   2 247  57 182 171 242 257
 106  91 173 150  75  63 198 208 206 279]";"[0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]";[0.92044301 0.95314312];88;0.36625613374517474;[ 34151.43708161 -31364.        ]
"[  0 202 189 222 211 243  44  10  29 229  15 215  16  51 238 277 141 225
 144 233 145 240 120 237 249 109 216  97 185  61 201 148  78 139  94 268
 218 265 199 263 156 267 210 245 264 123 247 182 192  64 213 207 204 107
 102  27 112  87 113 200 105  46 135  73  63 191   9 193  50 226 169 258
 235  54  49 126  35 118 172 125 266 129 279 214 174  85  34  99  28 124
   1  19 168 146  58 196  86  75  92  53  36  31 177   2 131 270  43  70
 164 178 227  76 234 217  65 179 195 250 221  74 194  77  37  12  84 261
  82 260 251 180 208   4  45  20  26  80 130 137  24 205 252 158 138  57
 203 116 170 248 152 122 157 183 228  11 104 244  13  72 255 230 127 254
  60 110 153 262   5  38   8  89 275 231 171 187 186 115 197  56 173 121
  69 232 246 176  68 184 143 159 181  81  79  62   7 103 219 236  55 167
 206  96 166 257 111 242  71 162 259 147 253 239  39 190 142  48  40 101
 117 161 106 269 151  83 108  21 241  25 133  88 155 119 150 149  67 188
 128 224  41  93 212 273 274 175  23  42  90 163  30  14 140 114 132  33
 160  32  59 134 271 198  47 209 256 223 276  95  98 272 100  18 220  66
  17 165   3  22 136 278  91  52   6 154]";"[0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0
 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]";[0.90724235 0.95357864];88;0.29188795401617496;[ 33813.69742991 -31284.        ]
"[  0 133 140   2  10  46 247  56  99 200  85 129 179 112 158  47  38 259
 274 147 249 193  83 167  80  59  16  62  57 165 151 223 215  69 242  21
 267 154 117   1 169 210 155 163  11 238 221  15 105 188 252 109 168 195
 142 251 136 110 107 103 149 218  81  58 208 273 111  33  23 241 141 159
  30 153  13  93 138 148 178 106 173 198 144 104  49 199 203 162  52 123
   4 135 209 233 197 170 239 220 122  36  98 189  82  76  70  61  40 175
 186 152 121  75  48 157  73 230  64  87   9 176   3 124  14  18 181  51
  66  31  42 134  92  26 222   8 156 125 214  67 102 174  17 253  68 126
  91 131 143 224 160 254 226 180  32 257 260 201 101 139 185 265  95  12
 190 100  41  39  35 171 278 244 115 261  53 132 194  86  37  60 127 243
 264  19 161   7 119 236  22  34  20 204 212 130 229  97 270  72 227 128
  94 255  25 150  27 240  96 206 276  79 271  44 277 250 116   5 205 269
 228 231 275  84 177 219  55  29  88 120  74 266 211 192  45 217 225 256
 172 164 184 187 232 279 137 114 234  78  24 182  90 145 268  43 113  28
 216 166 248 207 196  63  54 213  77  65 245 237  71   6 146 246 235 272
 191  50 262 108  89 263 183 258 202 118]";"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0
 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0]";[0.88866528 0.95446058];88;0.28444568369428336;[ 33338.40183523 -31122.        ]
